rank_priority_only,issue_key,project,created_ts,updated_ts,issue_type,status,priority,priority_ordinal,text_len,text
167,AIRFLOW-503,AIRFLOW,1473584542000,1559208243000,Bug,Closed,Critical,2,3938,"ExternalTaskSensor causes runtime exception I just created a new task using ExternalTaskSensor between weekly dag and daily dag (named 'services_daily_sensor') . When I tried to test it, i ran the command: 'airflow test weekly_agg services_daily_sensor 2016-09-11T06:00:00'. The command failed with the following error: ervices_daily_sensor> on 2016-09-11 06:00:00 [2016-09-11 08:59:09,602] {sensors.py:195} INFO - Poking for daily_agg.services_daily_task on 2016-09-11 02:00:00 ... [2016-09-11 08:59:09,614] {models.py:1286} ERROR - (psycopg2.ProgrammingError) can't adapt type 'builtin_function_or_method' [SQL: 'SELECT count(*) AS count_1 \nFROM (SELECT task_instance.task_id AS task_instance_task_id, task_instance.dag_id AS task_instance_dag_id, task_instance.execution_date AS task_instance_execution_date, task_instance.start_date AS task_instance_start_date, task_instance.end_date AS task_instance_end_date, task_instance.duration AS task_instance_duration, task_instance.state AS task_instance_state, task_instance.try_number AS task_instance_try_number, task_instance.hostname AS task_instance_hostname, task_instance.unixname AS task_instance_unixname, task_instance.job_id AS task_instance_job_id, task_instance.pool AS task_instance_pool, task_instance.queue AS task_instance_queue, task_instance.priority_weight AS task_instance_priority_weight, task_instance.operator AS task_instance_operator, task_instance.queued_dttm AS task_instance_queued_dttm \nFROM task_instance \nWHERE task_instance.dag_id = %(dag_id_1)s AND task_instance.task_id = %(task_id_1)s AND task_instance.state IN (%(state_1)s) AND task_instance.execution_date = %(execution_date_1)s) AS anon_1'] [parameters: {'state_1': <built-in function all>, 'execution_date_1': datetime.datetime(2016, 9, 11, 2, 0), 'dag_id_1': 'daily_agg', 'task_id_1': 'services_daily_task'}] Traceback (most recent call last): File ""/usr/lib/python2.7/site-packages/airflow/models.py"", line 1242, in run result = task_copy.execute(context=context) File ""/usr/lib/python2.7/site-packages/airflow/operators/sensors.py"", line 56, in execute while not self.poke(context): File ""/usr/lib/python2.7/site-packages/airflow/operators/sensors.py"", line 203, in poke TI.execution_date == dttm, File ""/usr/lib64/python2.7/site-packages/sqlalchemy/orm/query.py"", line 2980, in count return self.from_self(col).scalar() File ""/usr/lib64/python2.7/site-packages/sqlalchemy/orm/query.py"", line 2749, in scalar ret = self.one() File ""/usr/lib64/python2.7/site-packages/sqlalchemy/orm/query.py"", line 2718, in one ret = list(self) File ""/usr/lib64/python2.7/site-packages/sqlalchemy/orm/query.py"", line 2761, in __iter__ return self._execute_and_instances(context) File ""/usr/lib64/python2.7/site-packages/sqlalchemy/orm/query.py"", line 2776, in _execute_and_instances result = conn.execute(querycontext.statement, self._params) File ""/usr/lib64/python2.7/site-packages/sqlalchemy/engine/base.py"", line 914, in execute return meth(self, multiparams, params) File ""/usr/lib64/python2.7/site-packages/sqlalchemy/sql/elements.py"", line 323, in _execute_on_connection return connection._execute_clauseelement(self, multiparams, params) File ""/usr/lib64/python2.7/site-packages/sqlalchemy/engine/base.py"", line 1010, in _execute_clauseelement compiled_sql, distilled_params File ""/usr/lib64/python2.7/site-packages/sqlalchemy/engine/base.py"", line 1146, in _execute_context context) File ""/usr/lib64/python2.7/site-packages/sqlalchemy/engine/base.py"", line 1341, in _handle_dbapi_exception exc_info File ""/usr/lib64/python2.7/site-packages/sqlalchemy/util/compat.py"", line 202, in raise_from_cause reraise(type(exception), exception, tb=exc_tb, cause=cause) File ""/usr/lib64/python2.7/site-packages/sqlalchemy/engine/base.py"", line 1139, in _execute_context context) File ""/usr/lib64/python2.7/site-packages/sqlalchemy/engine/default.py"", line 450, in do_execute cursor.execute(statement, parameters)"
168,AIRFLOW-504,AIRFLOW,1473596636000,1537640836000,Bug,Closed,Critical,2,413,"datetime.now() has microseconds Mysql does not store these resulting in issues >>> datetime.datetime.utcnow() datetime.datetime(2016, 9, 11, 12, 22, 22, 483998) >>> datetime.datetime.now() datetime.datetime(2016, 9, 11, 14, 22, 31, 363392) >>> Mysql rounds those to ""2016-05-13 00:00:00"". If sqlalchemy now tries to find the the record by primary key (eg. session.merge) it cannot find them due to lost precision."
169,AIRFLOW-550,AIRFLOW,1475695037000,1483005365000,Bug,Resolved,Critical,2,336,SSL config has the potential of not starting up the webserver Although it's not consistent but [AIRFLOW-91] does brake some configurations of airflow. It seems that the default for cert/key are empty string so when checking against None it still returns True and throws and error. Change the config check with the standard falsly check.
170,AIRFLOW-563,AIRFLOW,1476171459000,1484623429000,Bug,Closed,Critical,2,442,"Dag stuck in ""Filling up the DagBag from .."" state Hello, I have scheduled a dag hourly but the task doesn't run at all, it stays at ""Filling up the DagBag from .."" step and each hour I have one more Dag id in running state (stuck aswell). Do you have any idea where does the problem comes from ? You'll find attached screens, log of the dag for 1 run and the dag file. If you need anything else feel free to ask. Thanks Best regards, Vincent"
171,AIRFLOW-587,AIRFLOW,1477210528000,1535980915000,Bug,Closed,Critical,2,216,"Google Authentication is broken due to broken scope The Google Authenticator is broken, wondering if it ever worked. The scope is incorrect due to (probably incorrect formatting). Action split the string up in array."
172,AIRFLOW-598,AIRFLOW,1477488687000,1518289398000,Bug,Closed,Critical,2,4849,"Can't install Airlfow Hi, i get this error when trying to install airflow 1.7.1.3 on ubuntu 14.04.5 with kernel 4.4.0-45-generic and python version 2.7.6. Some Logs: ----------------- Installed /tmp/pip-build-1KTFCl/pandas/.eggs/numpy-1.11.2-py2.7-linux-x86_64.egg running egg_info creating pip-egg-info/pandas.egg-info writing requirements to pip-egg-info/pandas.egg-info/requires.txt writing pip-egg-info/pandas.egg-info/PKG-INFO writing top-level names to pip-egg-info/pandas.egg-info/top_level.txt writing dependency_links to pip-egg-info/pandas.egg-info/dependency_links.txt writing manifest file 'pip-egg-info/pandas.egg-info/SOURCES.txt' warning: manifest_maker: standard file '-c' not found package init file 'pandas/io/tests/sas/__init__.py' not found (or not a regular file) pandas/index.pyx: cannot find cimported module 'datetime' pandas/index.pyx: cannot find cimported module 'util' ./pandas/hashtable.pxd: cannot find cimported module 'khash' Traceback (most recent call last): File ""<string>"", line 17, in <module> File ""/tmp/pip-build-1KTFCl/pandas/setup.py"", line 680, in <module> **setuptools_kwargs) File ""/usr/lib/python2.7/distutils/core.py"", line 151, in setup dist.run_commands() File ""/usr/lib/python2.7/distutils/dist.py"", line 953, in run_commands self.run_command(cmd) File ""/usr/lib/python2.7/distutils/dist.py"", line 972, in run_command cmd_obj.run() File ""<string>"", line 15, in replacement_run File ""/usr/local/lib/python2.7/dist-packages/setuptools/command/egg_info.py"", line 306, in find_sources mm.run() File ""/usr/local/lib/python2.7/dist-packages/setuptools/command/egg_info.py"", line 533, in run self.add_defaults() File ""/usr/local/lib/python2.7/dist-packages/setuptools/command/egg_info.py"", line 562, in add_defaults sdist.add_defaults(self) File ""/usr/local/lib/python2.7/dist-packages/setuptools/command/py36compat.py"", line 36, in add_defaults self._add_defaults_ext() File ""/usr/local/lib/python2.7/dist-packages/setuptools/command/py36compat.py"", line 119, in _add_defaults_ext build_ext = self.get_finalized_command('build_ext') File ""/usr/lib/python2.7/distutils/cmd.py"", line 312, in get_finalized_command cmd_obj.ensure_finalized() File ""/usr/lib/python2.7/distutils/cmd.py"", line 109, in ensure_finalized self.finalize_options() File ""/usr/local/lib/python2.7/dist-packages/Cython/Distutils/build_ext.py"", line 19, in finalize_options self.distribution.ext_modules) File ""/usr/local/lib/python2.7/dist-packages/Cython/Build/Dependencies.py"", line 809, in cythonize aliases=aliases) File ""/usr/local/lib/python2.7/dist-packages/Cython/Build/Dependencies.py"", line 714, in create_extension_list kwds = deps.distutils_info(file, aliases, base).values File ""/usr/local/lib/python2.7/dist-packages/Cython/Build/Dependencies.py"", line 590, in distutils_info return (self.transitive_merge(filename, self.distutils_info0, DistutilsInfo.merge) File ""/usr/local/lib/python2.7/dist-packages/Cython/Build/Dependencies.py"", line 600, in transitive_merge node, extract, merge, seen, {}, self.cimported_files)[0] File ""/usr/local/lib/python2.7/dist-packages/Cython/Build/Dependencies.py"", line 605, in transitive_merge_helper deps = extract(node) File ""/usr/local/lib/python2.7/dist-packages/Cython/Build/Dependencies.py"", line 581, in distutils_info0 externs = self.cimports_and_externs(filename)[1] File ""/usr/local/lib/python2.7/dist-packages/Cython/Utils.py"", line 44, in wrapper res = cache[args] = f(self, *args) File ""/usr/local/lib/python2.7/dist-packages/Cython/Build/Dependencies.py"", line 491, in cimports_and_externs for include in self.included_files(filename): File ""/usr/local/lib/python2.7/dist-packages/Cython/Utils.py"", line 44, in wrapper res = cache[args] = f(self, *args) File ""/usr/local/lib/python2.7/dist-packages/Cython/Build/Dependencies.py"", line 474, in included_files include_path = self.context.find_include_file(include, None) File ""/usr/local/lib/python2.7/dist-packages/Cython/Compiler/Main.py"", line 274, in find_include_file error(pos, ""'%s' not found"" % filename) File ""/usr/local/lib/python2.7/dist-packages/Cython/Compiler/Errors.py"", line 177, in error raise InternalError(message) Cython.Compiler.Errors.InternalError: Internal compiler error: 'algos_common_helper.pxi' not found ---------------------------------------- Cleaning up... Command python setup.py egg_info failed with error code 1 in /tmp/pip-build-1KTFCl/pandas Traceback (most recent call last): File ""/usr/bin/pip"", line 9, in <module> load_entry_point('pip==1.5.6', 'console_scripts', 'pip')() File ""/usr/lib/python2.7/dist-packages/pip/__init__.py"", line 248, in main return command.main(cmd_args) File ""/usr/lib/python2.7/dist-packages/pip/basecommand.py"", line 161, in main text = '\n'.join(complete_log) UnicodeDecodeError: 'ascii' codec can't decode byte 0xe2 in position 72: ordinal not in range(128)"
173,AIRFLOW-608,AIRFLOW,1477942799000,1561109761000,Bug,Resolved,Critical,2,2602,"DAG.max_active_runs should consider runs with active/pending tasks as active I expected dag runs that have active or pending tasks to be counted towards DAG.max_active_runs but that doesn't happen if the dag run has a failed task. The code works as it is described, the issue is that the feature isn't as useful as it could be due to the way it accounts for failed tasks. There should be some way to limit concurrent dag runs, where the definition of running means a dag run has any active or pending tasks. max_active_runs is described as {code} :param max_active_runs: maximum number of active DAG runs, beyond this number of DAG runs in a running state, the scheduler won't create new active DAG runs {code} https://github.com/apache/incubator-airflow/blob/527e3ecdb8adf9d7a2f40c3ce2c30f2ccaf1924a/airflow/models.py#L2521 and it's usage is {code} if dag.schedule_interval: active_runs = DagRun.find( dag_id=dag.dag_id, state=State.RUNNING, external_trigger=False, session=session ) # return if already reached maximum active runs and no timeout setting if len(active_runs) >= dag.max_active_runs and not dag.dagrun_timeout: return {code} https://github.com/apache/incubator-airflow/blob/527e3ecdb8adf9d7a2f40c3ce2c30f2ccaf1924a/airflow/jobs.py#L689 but the state is not considered RUNNING if any of the tasks have failed though some other tasks could still be running. {code} def update_state(self, session=None): """""" Determines the overall state of the DagRun based on the state of its TaskInstances. :returns State: """""" dag = self.get_dag() tis = self.get_task_instances(session=session) [...omitted...] # future: remove the check on adhoc tasks (=active_tasks) if len(tis) == len(dag.active_tasks): # if any roots failed, the run failed root_ids = [t.task_id for t in dag.roots] roots = [t for t in tis if t.task_id in root_ids] if any(r.state in (State.FAILED, State.UPSTREAM_FAILED) for r in roots): logging.info('Marking run {} failed'.format(self)) self.state = State.FAILED # if all roots succeeded, the run succeeded elif all(r.state in (State.SUCCESS, State.SKIPPED) for r in roots): logging.info('Marking run {} successful'.format(self)) self.state = State.SUCCESS # if *all tasks* are deadlocked, the run failed elif unfinished_tasks and none_depends_on_past and no_dependencies_met: logging.info( 'Deadlock; marking run {} failed'.format(self)) self.state = State.FAILED # finally, if the roots aren't done, the dag is still running else: self.state = State.RUNNING {code} https://github.com/apache/incubator-airflow/blob/527e3ecdb8adf9d7a2f40c3ce2c30f2ccaf1924a/airflow/models.py#L3800"
174,AIRFLOW-622,AIRFLOW,1478778544000,1585163752000,Bug,Closed,Critical,2,2219,"airflow cannot recover itself after mysql connection was once gone away and not trigger an error from email alert This issue occurs once the connections with airflow mysql gone away, even it recovered soon, but airflow hang there and print the following errors. Base on the suggestion of mysql, Session rollback method is needed. Also not alert mail for this case, and no retry, just silently wrap the log files. 2016-11-10 16:04:30,361 [ERROR] file:jobs.py Line:582 - This Session's transaction has been rolled back by a nested rollback() call. To begin a new transaction, issue Session.rollback() first. Traceback (most recent call last): File ""/datayes/mercury/anaconda/lib/python2.7/site-packages/airflow/jobs.py"", line 580, in _execute self.prioritize_queued(executor=executor, dagbag=dagbag) File ""/datayes/mercury/anaconda/lib/python2.7/site-packages/airflow/utils.py"", line 122, in wrapper result = func(*args, **kwargs) File ""/datayes/mercury/anaconda/lib/python2.7/site-packages/airflow/jobs.py"", line 482, in prioritize_queued pools = {p.pool: p for p in session.query(models.Pool).all()} File ""build/bdist.linux-x86_64/egg/sqlalchemy/orm/query.py"", line 2584, in all return list(self) File ""build/bdist.linux-x86_64/egg/sqlalchemy/orm/query.py"", line 2732, in __iter__ return self._execute_and_instances(context) File ""build/bdist.linux-x86_64/egg/sqlalchemy/orm/query.py"", line 2745, in _execute_and_instances close_with_result=True) File ""build/bdist.linux-x86_64/egg/sqlalchemy/orm/query.py"", line 2736, in _connection_from_session **kw) File ""build/bdist.linux-x86_64/egg/sqlalchemy/orm/session.py"", line 905, in connection execution_options=execution_options) File ""build/bdist.linux-x86_64/egg/sqlalchemy/orm/session.py"", line 910, in _connection_for_bind engine, execution_options) File ""build/bdist.linux-x86_64/egg/sqlalchemy/orm/session.py"", line 313, in _connection_for_bind self._assert_active() File ""build/bdist.linux-x86_64/egg/sqlalchemy/orm/session.py"", line 218, in _assert_active ""This Session's transaction has been rolled back "" InvalidRequestError: This Session's transaction has been rolled back by a nested rollback() call. To begin a new transaction, issue Session.rollback() first."
175,AIRFLOW-739,AIRFLOW,1483812109000,1484927066000,Bug,Resolved,Critical,2,630,"test_pickle_info has an error message on travis while pickling On Travis this test logs and error message but doesn't fail the test. This is because: {code} @provide_session def pickle_info(self, session=None): d = {} d['is_picklable'] = True try: dttm = datetime.now() pickled = pickle.dumps(self) d['pickle_len'] = len(pickled) d['pickling_duration'] = ""{}"".format(datetime.now() - dttm) except Exception as e: logging.exception(e) d['is_picklable'] = False d['stacktrace'] = traceback.format_exc() return d {code} Logs to error, while no propagation happens and the error is non fatal. Therefore it should log to debug instead."
176,AIRFLOW-742,AIRFLOW,1483921131000,1483950178000,Bug,Closed,Critical,2,3038,"Fresh Airflow install throwing ""duplicate argument 'l_1_caller'"" error from GET /admin/airflow/graph Fresh install of AF giving the following error when nagivating to `GET /admin/airflow/graph?dag_id=example_bash_operator`: {noformat} [2017-01-09 00:04:38,521] {app.py:1423} ERROR - Exception on /admin/airflow/graph [GET] Traceback (most recent call last): File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/flask/app.py"", line 1817, in wsgi_app response = self.full_dispatch_request() File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/flask/app.py"", line 1477, in full_dispatch_request rv = self.handle_user_exception(e) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/flask/app.py"", line 1381, in handle_user_exception reraise(exc_type, exc_value, tb) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/flask/app.py"", line 1475, in full_dispatch_request rv = self.dispatch_request() File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/flask/app.py"", line 1461, in dispatch_request return self.view_functions[rule.endpoint](**req.view_args) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/flask_admin/base.py"", line 68, in inner return self._run_view(f, *args, **kwargs) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/flask_admin/base.py"", line 367, in _run_view return fn(self, *args, **kwargs) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/flask_login.py"", line 755, in decorated_view return func(*args, **kwargs) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/airflow/www/utils.py"", line 213, in view_func return f(*args, **kwargs) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/airflow/www/utils.py"", line 118, in wrapper return f(*args, **kwargs) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/airflow/www/views.py"", line 1412, in graph edges=json.dumps(edges, indent=2),) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/flask_admin/base.py"", line 307, in render return render_template(template, **kwargs) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/flask/templating.py"", line 128, in render_template context, ctx.app) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/flask/templating.py"", line 110, in _render rv = template.render(context) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/jinja2/environment.py"", line 1008, in render return self.environment.handle_exception(exc_info, True) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/jinja2/environment.py"", line 780, in handle_exception reraise(exc_type, exc_value, tb) File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/airflow/www/templates/airflow/graph.html"", line 2, in top-level template code {% import 'admin/lib.html' as lib with context %} File ""/opt/virtualenvs/airflow/lib/python2.7/site-packages/jinja2/environment.py"", line 551, in _compile return compile(source, filename, 'exec') SyntaxError: duplicate argument 'l_1_caller' in function definition (lib.html, line 255) {noformat}"
177,AIRFLOW-780,AIRFLOW,1484952316000,1486061669000,Bug,Resolved,Critical,2,194,The UI no longer shows broken DAGs When a faulty dag is placed in the dags folder the UI would report a parsing error. Now it doesn’t due to the separate parising (but not reporting back errors)
178,AIRFLOW-831,AIRFLOW,1486052851000,1487511081000,Bug,Resolved,Critical,2,390,"Fix broken unit tests AIRFLOW-794 (https://github.com/apache/incubator-airflow/pull/2013) removed an import statement that was required by the PR for AIRFLOW-780 (https://github.com/apache/incubator-airflow/pull/2018). At the time AIRFLOW-794 was tested, the tests passed, but AIRFLOW-780 was merged prior to merging AIRFLOW-794. Restoring the import statement should fix the failing tests."
179,AIRFLOW-874,AIRFLOW,1487047096000,1562163957000,Bug,Closed,Critical,2,654,"Backfill dates spanning multiple years fail to parse In following output, note that 2017-01-01 is a valid iso date, but airflow says otherwise. My guess is that this has to do with the range spanning years? I could be wrong. ------------- airflow backfill internet_honey_spark_workflow -t spark_postgres_to_pyspark -s 2016-10-01 -e 2017–01-02 [2017-02-14 04:36:46,927] {__init__.py:36} INFO - Using executor SequentialExecutor usage: airflow backfill [-h] [-t TASK_REGEX] [-s START_DATE] [-e END_DATE] [-m] [-l] [-x] [-a] [-i] [-I] [-sd SUBDIR] [--pool POOL] [-dr] dag_id airflow backfill: error: argument -e/--end_date: invalid parse value: '2017–01-02'"
180,AIRFLOW-877,AIRFLOW,1487106418000,1535981029000,Bug,Closed,Critical,2,296,"GoogleCloudStorageDownloadOperator: template_ext causes TemplateNotFound Error Since a file is to be downloaded by this operator, having .sql in template_ext results in TemplateNotFound exception to be thrown (since the file doesn't exist). The solution is to remove .sql template file extension."
181,AIRFLOW-892,AIRFLOW,1487755282000,1535980998000,Bug,Resolved,Critical,2,4982,"HIvePartitionSensor and HiveNamedPartitionSensor raise AttributeError All HiveParititionSensor and friends using the Meatastore hook throw this exception in 2 installs I've done, one on a clean docker to rule out other causes. install has been done using pip install git+https://github.com/apache/incubator-airflow.git@v1-8-stable {noformat} [2017-02-22 08:44:49,079] {base_task_runner.py:95} INFO - Subtask: -------------------------------------------------------------------------------- [2017-02-22 08:44:49,079] {base_task_runner.py:95} INFO - Subtask: Starting attempt 1 of 1 [2017-02-22 08:44:49,079] {base_task_runner.py:95} INFO - Subtask: -------------------------------------------------------------------------------- [2017-02-22 08:44:49,079] {base_task_runner.py:95} INFO - Subtask: [2017-02-22 08:44:49,111] {base_task_runner.py:95} INFO - Subtask: [2017-02-22 08:44:49,110] {models.py:1342} INFO - Executing <Task(HivePartitionSensor): wait_for_***> on 2017-02-18 00:00:00 [2017-02-22 08:44:49,124] {base_task_runner.py:95} INFO - Subtask: [2017-02-22 08:44:49,123] {sensors.py:373} INFO - Poking for table ****, partition d_date='2017-02-18' [2017-02-22 08:44:49,125] {base_task_runner.py:95} INFO - Subtask: [2017-02-22 08:44:49,124] {models.py:1417} ERROR - [2017-02-22 08:44:49,125] {base_task_runner.py:95} INFO - Subtask: Traceback (most recent call last): [2017-02-22 08:44:49,125] {base_task_runner.py:95} INFO - Subtask: File ""/home/airflow/airflow2/lib/python2.7/site-packages/airflow/models.py"", line 1374, in run [2017-02-22 08:44:49,125] {base_task_runner.py:95} INFO - Subtask: result = task_copy.execute(context=context) [2017-02-22 08:44:49,125] {base_task_runner.py:95} INFO - Subtask: File ""/home/airflow/airflow2/lib/python2.7/site-packages/airflow/operators/sensors.py"", line 76, in execute [2017-02-22 08:44:49,125] {base_task_runner.py:95} INFO - Subtask: while not self.poke(context): [2017-02-22 08:44:49,125] {base_task_runner.py:95} INFO - Subtask: File ""/home/airflow/airflow2/lib/python2.7/site-packages/airflow/operators/sensors.py"", line 375, in poke [2017-02-22 08:44:49,126] {base_task_runner.py:95} INFO - Subtask: self.hook = airflow.hooks.hive_hooks.HiveMetastoreHook( [2017-02-22 08:44:49,126] {base_task_runner.py:95} INFO - Subtask: File ""/home/airflow/airflow2/lib/python2.7/site-packages/airflow/utils/helpers.py"", line 436, in __getattr__ [2017-02-22 08:44:49,126] {base_task_runner.py:95} INFO - Subtask: raise AttributeError [2017-02-22 08:44:49,126] {base_task_runner.py:95} INFO - Subtask: AttributeError [2017-02-22 08:44:49,126] {base_task_runner.py:95} INFO - Subtask: [2017-02-22 08:44:49,125] {models.py:1441} INFO - Marking task as FAILED. [2017-02-22 08:44:49,163] {base_task_runner.py:95} INFO - Subtask: [2017-02-22 08:44:49,163] {models.py:1462} ERROR - [2017-02-22 08:44:49,163] {base_task_runner.py:95} INFO - Subtask: Traceback (most recent call last): [2017-02-22 08:44:49,164] {base_task_runner.py:95} INFO - Subtask: File ""/home/airflow/airflow2/bin/airflow"", line 28, in <module> [2017-02-22 08:44:49,164] {base_task_runner.py:95} INFO - Subtask: args.func(args) [2017-02-22 08:44:49,164] {base_task_runner.py:95} INFO - Subtask: File ""/home/airflow/airflow2/lib/python2.7/site-packages/airflow/bin/cli.py"", line 427, in run [2017-02-22 08:44:49,164] {base_task_runner.py:95} INFO - Subtask: pool=args.pool, [2017-02-22 08:44:49,164] {base_task_runner.py:95} INFO - Subtask: File ""/home/airflow/airflow2/lib/python2.7/site-packages/airflow/utils/db.py"", line 54, in wrapper [2017-02-22 08:44:49,164] {base_task_runner.py:95} INFO - Subtask: result = func(*args, **kwargs) [2017-02-22 08:44:49,164] {base_task_runner.py:95} INFO - Subtask: File ""/home/airflow/airflow2/lib/python2.7/site-packages/airflow/models.py"", line 1374, in run [2017-02-22 08:44:49,165] {base_task_runner.py:95} INFO - Subtask: result = task_copy.execute(context=context) [2017-02-22 08:44:49,165] {base_task_runner.py:95} INFO - Subtask: File ""/home/airflow/airflow2/lib/python2.7/site-packages/airflow/operators/sensors.py"", line 76, in execute [2017-02-22 08:44:49,165] {base_task_runner.py:95} INFO - Subtask: while not self.poke(context): [2017-02-22 08:44:49,165] {base_task_runner.py:95} INFO - Subtask: File ""/home/airflow/airflow2/lib/python2.7/site-packages/airflow/operators/sensors.py"", line 375, in poke [2017-02-22 08:44:49,165] {base_task_runner.py:95} INFO - Subtask: self.hook = airflow.hooks.hive_hooks.HiveMetastoreHook( [2017-02-22 08:44:49,165] {base_task_runner.py:95} INFO - Subtask: File ""/home/airflow/airflow2/lib/python2.7/site-packages/airflow/utils/helpers.py"", line 436, in __getattr__ [2017-02-22 08:44:49,165] {base_task_runner.py:95} INFO - Subtask: raise AttributeError {noformat} I've worked around the issue adding a 'import airflow.hooks.hive_hooks' in class HiveParititionSensor (because I don't really know what this is about, there surely is a real fix to be done). It fixes the issue for me."
182,AIRFLOW-981,AIRFLOW,1489516384000,1539693082000,Bug,Closed,Critical,2,378,TreeView date axis shows dates into the future Freshly installed AirFlow example_twitter_dag Tree View shows date scale from Mar 13 (yesterday when that job didn't even run) till March 27th and further (2+ weeks into the future) So the tasks below that date scale are totally misaligned to the time dimension. See screenshot below. !Airflow - TreeView-2 weeks in the future.png!
183,AIRFLOW-989,AIRFLOW,1489610877000,1489621191000,Bug,Resolved,Critical,2,1696,"Clear Task Regression There is a regression in the current 1.8 rc (e.g. rc5) related to Clear Task behavior. Consider the following test DAG : 1. Code : https://gist.github.com/r39132/b44f7d791e11f882cde28a219df97c29 2. Graph : https://www.dropbox.com/s/1e9rfnq6cy4hh45/Screenshot%202017-03-15%2013.48.26.png?dl=0 The test DAG has 4 dummy tasks chained together as d1->d2->d3->d4. d1 is the first task and d4 is the last task. Prior to 1.8, if any of d1..d4 were cleared individually. the scheduler would pick up and rerun the cleared tasks. In 1.8. unless the last task in a DAG is cleared, none of the tasks in the DAG run are rerun. In order for a task that is not the last task in the DAG to be rerun after being cleared, its terminal downstream task needs to be cleared. Another workaround is to use the CLI to rerun the cleared task. Here are some screenshots to illustrate the regressed behavior: Use Case 1 : Clear d1, d2, d3, and d4 in 4 separate DAG runs. In a 5th separate DAG run, clear the entire DAG Run. After Clearing : https://www.dropbox.com/s/mgiwoyaxf5f2pb2/Screenshot%202017-03-15%2010.12.02.png?dl=0 After the Scheduler Runs : https://www.dropbox.com/s/7btwzydv87v3iz0/Screenshot%202017-03-15%2010.15.16.png?dl=0 You'll notice that only the DAG runs with the last task cleared completed by actually running cleared tasks. These are shown as the 1st and 5th DAG runs from the left. Use Case 2 : Clear d1 and d4 in the same DAG Run After Clearing (c.f. 2nd from right DAG run): https://www.dropbox.com/s/2a6by6k28eb7geh/Screenshot%202017-03-15%2013.34.11.png?dl=0 After the Scheduler Runs : https://www.dropbox.com/s/19cg6qr2oqi1ps7/Screenshot%202017-03-15%2013.34.51.png?dl=0"
184,AIRFLOW-992,AIRFLOW,1489627360000,1490042246000,Bug,Closed,Critical,2,1240,"Skipped tasks do not propagate correctly We are seeing skipped tasks not being propagated correctly: E.g. A->B `-->C Task A depends on task B and C If B gets skipped and C gets run then: Expected: A will get skipped EDIT: Upon further investigation this was caused by a change in the semantics of ALL_SUCCESS, which I have these feelings about: Intuitively you would expect to skip any task that has dependencies that weren't run by default, i.e. the trigger rule is called ALL_SUCCESS and skipped tasks are not successful ones, and that was also the old behavior in 1.7.3. This is going to break some use cases which could be alright, but I feel these new semantics make less sense than before so it's a bad reason to break existing use cases. I will get started on a PR for a new ALL_SUCCESS_NOT_SKIPPED trigger rule but again I feel this is hacky and really we should have the old ALL_SUCCESS (default) and a new ALL_SUCCESS_OR_SKIPPED trigger rule if desired. Actual: A gets run It's possible the reason for the change in semantics (which was to fix a bug) is fixed already by https://github.com/apache/incubator-airflow/pull/2154 and the only thing we need to do is revert https://github.com/apache/incubator-airflow/pull/2125 [~bolke]"
