rank_priority_only,issue_key,project,created_ts,updated_ts,issue_type,status,priority,priority_ordinal,text_len,text
46,AIRFLOW-1494,AIRFLOW,1502177433000,1535980836000,Bug,Resolved,Blocker,1,12327,"backfill job failed because new retry comes out when a valid job is running I have a spark job, wrapped in a BASH command to run. From fail log, i found airflow try to rerun the job while the job is running. Then a series strange things happened. My job finally failed. Logs Below: [2017-08-07 23:24:35,903] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:35,903] {bash_operator.py:94} INFO - 17/08/07 23:24:35 INFO yarn.Client: Application report for application_1498090868254_911911 (state: RUNNING) [2017-08-07 23:24:36,904] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:36,904] {bash_operator.py:94} INFO - 17/08/07 23:24:36 INFO yarn.Client: Application report for application_1498090868254_911911 (state: RUNNING) [2017-08-07 23:24:37,905] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:37,904] {bash_operator.py:94} INFO - 17/08/07 23:24:37 INFO yarn.Client: Application report for application_1498090868254_911911 (state: RUNNING) [2017-08-07 23:24:38,906] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:38,906] {bash_operator.py:94} INFO - 17/08/07 23:24:38 INFO yarn.Client: Application report for application_1498090868254_911911 (state: RUNNING) [2017-08-07 23:24:38,947] {cli.py:391} INFO - Loading pickle id 148 [2017-08-07 23:24:39,020] {base_task_runner.py:112} INFO - Running: ['bash', '-c', u'airflow run generated_daily submit_operator 2017-08-05T00:00:00 --pickle 148 --job_id 15372 --raw'] [2017-08-07 23:24:39,426] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:39,426] {__init__.py:57} INFO - Using executor CeleryExecutor [2017-08-07 23:24:39,495] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:39,494] {driver.py:120} INFO - Generating grammar tables from /usr/lib/python2.7/lib2to3/Grammar.txt [2017-08-07 23:24:39,519] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:39,519] {driver.py:120} INFO - Generating grammar tables from /usr/lib/python2.7/lib2to3/PatternGrammar.txt [2017-08-07 23:24:39,710] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:39,710] {cli.py:391} INFO - Loading pickle id 148 [2017-08-07 23:24:39,772] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:39,772] {models.py:1120} INFO - Dependencies not met for <TaskInstance: generated_daily.submit_operator 2017-08-05 00:00:00 [running]>, dependency 'Task Instance Not Already Running' FAILED: Task is already running, it started on 2017-08-07 20:55:12.727910. [2017-08-07 23:24:39,777] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:39,777] {models.py:1120} INFO - Dependencies not met for <TaskInstance: generated_daily.submit_operator 2017-08-05 00:00:00 [running]>, dependency 'Task Instance State' FAILED: Task is in the 'running' state which is not a valid state for execution. The task must be cleared in order to be run. [2017-08-07 23:24:39,907] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:39,907] {bash_operator.py:94} INFO - 17/08/07 23:24:39 INFO yarn.Client: Application report for application_1498090868254_911911 (state: RUNNING) [2017-08-07 23:24:40,908] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:40,908] {bash_operator.py:94} INFO - 17/08/07 23:24:40 INFO yarn.Client: Application report for application_1498090868254_911911 (state: RUNNING) [2017-08-07 23:24:41,909] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:41,909] {bash_operator.py:94} INFO - 17/08/07 23:24:41 INFO yarn.Client: Application report for application_1498090868254_911911 (state: RUNNING) [2017-08-07 23:24:42,911] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:42,910] {bash_operator.py:94} INFO - 17/08/07 23:24:42 INFO yarn.Client: Application report for application_1498090868254_911911 (state: RUNNING) [2017-08-07 23:24:43,912] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:43,912] {bash_operator.py:94} INFO - 17/08/07 23:24:43 INFO yarn.Client: Application report for application_1498090868254_911911 (state: RUNNING) [2017-08-07 23:24:44,120] {jobs.py:2148} WARNING - Recorded pid 116446 is not a descendant of the current pid 33416 [2017-08-07 23:24:44,914] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:44,913] {bash_operator.py:94} INFO - 17/08/07 23:24:44 INFO yarn.Client: Application report for application_1498090868254_911911 (state: RUNNING) [2017-08-07 23:24:45,914] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:45,914] {bash_operator.py:94} INFO - 17/08/07 23:24:45 INFO yarn.Client: Application report for application_1498090868254_911911 (state: RUNNING) [2017-08-07 23:24:46,032] {jobs.py:2155} WARNING - State of this instance has been externally set to up_for_retry. Taking the poison pill. So long. [2017-08-07 23:24:46,081] {helpers.py:220} WARNING - Terminating descendant processes of ['/usr/bin/python /usr/local/bin/airflow run generated_daily submit_operator 2017-08-05T00:00:00 --pickle 148 --job_id 15015 --raw'] PID: 116446 [2017-08-07 23:24:46,081] {helpers.py:224} WARNING - Terminating descendant process ['bash', '/tmp/airflowtmpCFeIBn/submit_operatorGbO01R'] PID: 116496 [2017-08-07 23:24:46,087] {helpers.py:224} WARNING - Terminating descendant process ['/bin/sh', '/mnt/data/firework-0.2.0/bin/spark-submit', '--spark-version', '1.6.2', '--master', 'yarn-cluster', '--num-executors', '128', '--class', 'com.hulu.reco.metrics.middlelayer.BatchApplication', '--conf', 'spark.date=20170805', '--conf', 'spark.yarn.maxAppAttempts=1', '--conf', 'spark.driver.memory=8g', '--conf', 'spark.executor.memory=36g', '--conf', 'spark.executor.cores=8', '--conf', 'spark.user.javahome.enabled=true', '--conf', 'spark.user.javahome.path=/usr/lib/jvm/hulu-oracle-jdk8', '--conf', 'spark.output=hdfs://warehousestore/user/pcdm/generated_prod/20170805', '--queue', 'spark', '/home/deploy/middlelayer-1.0-SNAPSHOT-jar-with-dependencies.jar'] PID: 116498 [2017-08-07 23:24:46,091] {helpers.py:224} WARNING - Terminating descendant process ['/usr/java/jdk8/jdk1.8.0_92-1//bin/java', '-cp', '/mnt/data/firework-0.2.0/.firework_cache/spark/els/1.6.2/b72e04b6120cd0a431aae3195db97706/conf/:/mnt/data/firework-0.2.0/.firework_cache/spark/els/1.6.2/b72e04b6120cd0a431aae3195db97706/assembly/target/scala-2.10/spark-assembly-1.6.2-hadoop2.6.0-cdh5.7.3-201612201803.jar:/mnt/data/firework-0.2.0/.firework_cache/spark/els/1.6.2/b72e04b6120cd0a431aae3195db97706/lib_managed/jars/datanucleus-rdbms-3.2.9.jar:/mnt/data/firework-0.2.0/.firework_cache/spark/els/1.6.2/b72e04b6120cd0a431aae3195db97706/lib_managed/jars/datanucleus-core-3.2.10.jar:/mnt/data/firework-0.2.0/.firework_cache/spark/els/1.6.2/b72e04b6120cd0a431aae3195db97706/lib_managed/jars/datanucleus-api-jdo-3.2.6.jar:/mnt/data/firework-0.2.0/.firework_cache/spark/els/1.6.2/b72e04b6120cd0a431aae3195db97706/hadoop-conf/', 'org.apache.spark.deploy.SparkSubmit', '--master', 'yarn-cluster', '--conf', 'spark.executor.memory=36g', '--conf', 'spark.driver.memory=8g', '--conf', 'spark.user.javahome.path=/usr/lib/jvm/hulu-oracle-jdk8', '--conf', 'spark.output=hdfs://warehousestore/user/pcdm/generated_prod/20170805', '--conf', 'spark.yarn.maxAppAttempts=1', '--conf', 'spark.executor.cores=8', '--conf', 'spark.date=20170805', '--conf', 'spark.user.javahome.enabled=true', '--class', 'com.hulu.reco.metrics.middlelayer.BatchApplication', '--num-executors', '128', '--queue', 'spark', '/home/deploy/middlelayer-1.0-SNAPSHOT-jar-with-dependencies.jar'] PID: 116761 [2017-08-07 23:24:46,096] {helpers.py:231} WARNING - Waiting up to 5s for processes to exit... [2017-08-07 23:24:46,099] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:46,099] {bash_operator.py:94} INFO - 17/08/07 23:24:46 INFO util.ShutdownHookManager: Shutdown hook called [2017-08-07 23:24:46,100] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:46,100] {bash_operator.py:94} INFO - 17/08/07 23:24:46 INFO util.ShutdownHookManager: Deleting directory /mnt/data/tmp/spark-b5f3c795-7ea2-4ef1-a47c-2507b0747580 [2017-08-07 23:24:46,121] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:46,118] {bash_operator.py:97} INFO - Command exited with return code -15 [2017-08-07 23:24:46,121] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:46,118] {models.py:1417} ERROR - Bash command failed [2017-08-07 23:24:46,121] {base_task_runner.py:95} INFO - Subtask: Traceback (most recent call last): [2017-08-07 23:24:46,121] {base_task_runner.py:95} INFO - Subtask: File ""/usr/local/lib/python2.7/dist-packages/airflow/models.py"", line 1374, in run [2017-08-07 23:24:46,121] {base_task_runner.py:95} INFO - Subtask: result = task_copy.execute(context=context) [2017-08-07 23:24:46,121] {base_task_runner.py:95} INFO - Subtask: File ""/usr/local/lib/python2.7/dist-packages/airflow/operators/bash_operator.py"", line 100, in execute [2017-08-07 23:24:46,121] {base_task_runner.py:95} INFO - Subtask: raise AirflowException(""Bash command failed"") [2017-08-07 23:24:46,121] {base_task_runner.py:95} INFO - Subtask: AirflowException: Bash command failed [2017-08-07 23:24:46,121] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:46,120] {models.py:1433} INFO - Marking task as UP_FOR_RETRY [2017-08-07 23:24:46,123] {helpers.py:234} WARNING - Done waiting [2017-08-07 23:24:46,131] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:24:46,130] {models.py:1462} ERROR - Bash command failed [2017-08-07 23:24:46,131] {base_task_runner.py:95} INFO - Subtask: Traceback (most recent call last): [2017-08-07 23:24:46,131] {base_task_runner.py:95} INFO - Subtask: File ""/usr/local/bin/airflow"", line 28, in <module> [2017-08-07 23:24:46,131] {base_task_runner.py:95} INFO - Subtask: args.func(args) [2017-08-07 23:24:46,131] {base_task_runner.py:95} INFO - Subtask: File ""/usr/local/lib/python2.7/dist-packages/airflow/bin/cli.py"", line 422, in run [2017-08-07 23:24:46,132] {base_task_runner.py:95} INFO - Subtask: pool=args.pool, [2017-08-07 23:24:46,132] {base_task_runner.py:95} INFO - Subtask: File ""/usr/local/lib/python2.7/dist-packages/airflow/utils/db.py"", line 53, in wrapper [2017-08-07 23:24:46,132] {base_task_runner.py:95} INFO - Subtask: result = func(*args, **kwargs) [2017-08-07 23:24:46,132] {base_task_runner.py:95} INFO - Subtask: File ""/usr/local/lib/python2.7/dist-packages/airflow/models.py"", line 1374, in run [2017-08-07 23:24:46,132] {base_task_runner.py:95} INFO - Subtask: result = task_copy.execute(context=context) [2017-08-07 23:24:46,133] {base_task_runner.py:95} INFO - Subtask: File ""/usr/local/lib/python2.7/dist-packages/airflow/operators/bash_operator.py"", line 100, in execute [2017-08-07 23:24:46,133] {base_task_runner.py:95} INFO - Subtask: raise AirflowException(""Bash command failed"") [2017-08-07 23:24:46,133] {base_task_runner.py:95} INFO - Subtask: airflow.exceptions.AirflowException: Bash command failed [2017-08-07 23:24:51,034] {jobs.py:2083} INFO - Task exited with return code 1 [2017-08-07 23:33:27,872] {cli.py:391} INFO - Loading pickle id 148 [2017-08-07 23:33:27,940] {base_task_runner.py:112} INFO - Running: ['bash', '-c', u'airflow run generated_daily submit_operator 2017-08-05T00:00:00 --pickle 148 --job_id 15376 --raw'] [2017-08-07 23:33:28,302] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:33:28,301] {__init__.py:57} INFO - Using executor CeleryExecutor [2017-08-07 23:33:28,359] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:33:28,358] {driver.py:120} INFO - Generating grammar tables from /usr/lib/python2.7/lib2to3/Grammar.txt [2017-08-07 23:33:28,378] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:33:28,378] {driver.py:120} INFO - Generating grammar tables from /usr/lib/python2.7/lib2to3/PatternGrammar.txt [2017-08-07 23:33:28,543] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:33:28,543] {cli.py:391} INFO - Loading pickle id 148 [2017-08-07 23:33:28,601] {base_task_runner.py:95} INFO - Subtask: [2017-08-07 23:33:28,601] {models.py:1120} INFO - Dependencies not met for <TaskInstance: generated_daily.submit_operator 2017-08-05 00:00:00 [up_for_retry]>, dependency 'Not In Retry Period' FAILED: Task is not ready for retry yet but will be retried automatically. Current date is 2017-08-07T23:33:28.601339 and task will be retried at 2017-08-08T00:24:46.119758. [2017-08-07 23:33:32,954] {jobs.py:2083} INFO - Task exited with return code 0"
47,AIRFLOW-1539,AIRFLOW,1503958220000,1535980907000,Bug,Closed,Blocker,1,1925,"python3 error import Dag Seeing the following error when using python3 (fine with python2) {code} Traceback (most recent call last): File ""/opt/conda/lib/python3.6/site-packages/airflow/models.py"", line 263, in process_file m = imp.load_source(mod_name, filepath) File ""/opt/conda/lib/python3.6/imp.py"", line 172, in load_source module = _load(spec) File ""<frozen importlib._bootstrap>"", line 675, in _load File ""<frozen importlib._bootstrap>"", line 655, in _load_unlocked File ""<frozen importlib._bootstrap_external>"", line 678, in exec_module File ""<frozen importlib._bootstrap>"", line 205, in _call_with_frames_removed File ""/root/airflow/dags/LoadS3ToHiveTest.py"", line 2, in <module> from LoadS3ToHive import default_args, download_s3_to_hdfs_templated_command, generate_download_s3_to_hdfs_task, \ File ""/root/airflow/dags/LoadS3ToHive.py"", line 74, in <module> globals()[task_name] = DAG(task_name, default_args=default_args, schedule_interval=None) File ""/opt/conda/lib/python3.6/site-packages/airflow/models.py"", line 2664, in __init__ self.fileloc = inspect.getsourcefile(inspect.stack()[1][0]) File ""/opt/conda/lib/python3.6/inspect.py"", line 1465, in stack return getouterframes(sys._getframe(1), context) File ""/opt/conda/lib/python3.6/inspect.py"", line 1442, in getouterframes frameinfo = (frame,) + getframeinfo(frame, context) File ""/opt/conda/lib/python3.6/inspect.py"", line 1411, in getframeinfo filename = getsourcefile(frame) or getfile(frame) File ""/opt/conda/lib/python3.6/inspect.py"", line 666, in getsourcefile if getattr(getmodule(object, filename), '__loader__', None) is not None: File ""/opt/conda/lib/python3.6/inspect.py"", line 703, in getmodule if ismodule(module) and hasattr(module, '__file__'): File ""/opt/conda/lib/python3.6/site-packages/airflow/utils/timeout.py"", line 38, in handle_timeout raise AirflowTaskTimeout(self.error_message) airflow.exceptions.AirflowTaskTimeout: Timeout {code}"
48,AIRFLOW-1641,AIRFLOW,1506332962000,1509112710000,Bug,Closed,Blocker,1,794,"Task gets stuck in queued state Hello, I have one dag with ~20 tasks. The dags runs daily and some tasks can sometime last for hours, depending on the processed data behind. There are some interactions with AWS and a remote DB. I only use LocalExecutor. What this issue is about, is the fact that sometime (randomly, and without any clear reason) one of the tasks (here also, it is random) gets stuck in ""queued"" state and never starts running. The manual workaround is to restart the task manually by clearing it. Does anyone have ideas about the issue behind, and how to avoid it for the future? Thanks in advance for your help. PS: other people are facing the same behaviour: [link|https://stackoverflow.com/questions/45853013/airflow-tasks-get-stuck-at-queued-status-and-never-gets-running]"
49,AIRFLOW-1693,AIRFLOW,1507533365000,1558123699000,Bug,Resolved,Blocker,1,1744,"airflow initdb throws errors I am having installation problems. The log for `airflow initdb` are Traceback (most recent call last): File ""/Users/gauripradeep/ENVS/scheduler/bin/airflow"", line 17, in <module> from airflow import configuration File ""/Users/gauripradeep/ENVS/scheduler/lib/python3.6/site-packages/airflow/__init__.py"", line 30, in <module> from airflow import settings File ""/Users/gauripradeep/ENVS/scheduler/lib/python3.6/site-packages/airflow/settings.py"", line 159, in <module> configure_orm() File ""/Users/gauripradeep/ENVS/scheduler/lib/python3.6/site-packages/airflow/settings.py"", line 147, in configure_orm engine = create_engine(SQL_ALCHEMY_CONN, **engine_args) File ""/Users/gauripradeep/ENVS/scheduler/lib/python3.6/site-packages/sqlalchemy/engine/__init__.py"", line 391, in create_engine return strategy.create(*args, **kwargs) File ""/Users/gauripradeep/ENVS/scheduler/lib/python3.6/site-packages/sqlalchemy/engine/strategies.py"", line 80, in create dbapi = dialect_cls.dbapi(**dbapi_args) File ""/Users/gauripradeep/ENVS/scheduler/lib/python3.6/site-packages/sqlalchemy/dialects/mysql/mysqldb.py"", line 110, in dbapi return __import__('MySQLdb') File ""/Users/gauripradeep/ENVS/scheduler/lib/python3.6/site-packages/MySQLdb/__init__.py"", line 19, in <module> import _mysql ImportError: dlopen(/Users/gauripradeep/ENVS/scheduler/lib/python3.6/site-packages/_mysql.cpython-36m-darwin.so, 2): Library not loaded: /usr/local/opt/mysql/lib/libmysqlclient.20.dylib Referenced from: /Users/gauripradeep/ENVS/scheduler/lib/python3.6/site-packages/_mysql.cpython-36m-darwin.so Reason: image not found Other commands and dependencies pip3 install mysqlclient and pip3 install mysql-connector-python-rf pip3 install airflow[mysql]"
50,AIRFLOW-1711,AIRFLOW,1507839702000,1509388549000,Bug,Resolved,Blocker,1,460,"Ldap Attributes not always a ""list"" part 2 in the LDAP auth module `group_contains_user` checks for `resp['attributes'].get(user_name_attr)[0] == username` Some Ldaps apparently have this as a simple string `resp['attributes'].get(user_name_attr) == username` also should be checked. But really a test should be done to see if the return is a 'list' and perform the check differently. If its not a list, python will check both arguments and exit with an error."
51,AIRFLOW-1731,AIRFLOW,1508334610000,1509113011000,Bug,Resolved,Blocker,1,222,Import custom config on PYTHONPATH Currently the PYTHONPATH does not contain the required path to import a custom config as described. This needs to be fixed and the instructions needs to be updated based on user feedback.
52,AIRFLOW-1744,AIRFLOW,1508524368000,1508870800000,Bug,Resolved,Blocker,1,257,"task.retries can be False When adding the max_tries field task.retries can be False (e.g. in case of a faulty day). At least Postgres will not accept ""False"" for an integer field. It is proposed to set it to try_number in case try_number > 0 otherwise to 1."
53,AIRFLOW-1767,AIRFLOW,1509471930000,1509474151000,Bug,Resolved,Blocker,1,285,Airflow Scheduler no longer schedules DAGs The Airflow Scheduler no longer schedules DAGs after this commit on master: https://github.com/apache/incubator-airflow/commit/73549763eac74142b7c4018422bb2f8c897b45a8 Workers never receive any tasks and the scheduler never adjusts DAG state.
54,AIRFLOW-1891,AIRFLOW,1512640209000,1555601916000,Bug,Resolved,Blocker,1,455,Non-ascii character in default configuration template PR for AIRFLOW-966 introduced a non-ascii character (http://unicode.org/cldr/utility/character.jsp?a=2019) in default_airflow.cfg file that blocks Airflow from running when there is no prior configuration (or the configuration is generated from environment variables for example). More details here: https://github.com/apache/incubator-airflow/commit/aa737a582c687e7105ef934ffc4da3dc78438235#r26094657
55,AIRFLOW-1912,AIRFLOW,1513078723000,1535980389000,Bug,Resolved,Blocker,1,291,The log facility airflow.processor should not propagate The root logger will write to stdout. If redirection is used which is the case for processors and task runs (not runners) this can end up in an endless loop in case propagation is True. airflow.processor should not propagate therefore.
56,AIRFLOW-2007,AIRFLOW,1516088029000,1517666939000,Bug,Closed,Blocker,1,1080,"task failed first and then become green When I start to run a dag which contain only one task, the task failed immediately and then become green later. The task just call linux shell command to copy a big file from a folder to another. When I start the task, it become red(failed)(meanwhile, the dagrun become red too), but the ""copy"" process is running on the shell background normally. Then because the dagrun failed, the dag starts the next dag run and failed again. After the process finished normally, the task become green but the dagrun don't. Check: 1.I have checked the logs but there is no error log found. 2.After check the airflow database, I found task_instance table is inserted a failed task record when the task starts. dag_run table is inserted a running record. After a while the dag_run become failed. 3.For the job table, it is inserted a running record, and become success after the shell command finished.(which is normally process) My question: 1.Why the task failed immediately when it started. 2.Where does the airflow code modify the task_instance table?"
57,AIRFLOW-2008,AIRFLOW,1516125932000,1516280244000,Bug,Resolved,Blocker,1,96,Column default of timezone.utcnow() should be a callable Otherwise it will be all the same value
58,AIRFLOW-2058,AIRFLOW,1517538607000,1620203452000,Bug,Closed,Blocker,1,2540,"Scheduler uses MainThread for DAG file processing By reading the [source code |https://github.com/apache/incubator-airflow/blob/61ff29e578d1121ab4606fe122fb4e2db8f075b9/airflow/utils/dag_processing.py#L538] it appears the scheduler will process each DAG file, either a .py or .zip, using a new process. If I understand correctly, in theory what should happen in terms of processing a .zip file is that the dedicated process will add the .zip file to the PYTHONPATH, and load the file's module and dependency. When the DAG read is done, the process gets destroyed. And since the PYTHONPATH is process scoped, it won't pollute other processes. However by printing out the threads and process id, it looks like Airflow scheduler can sometimes accidentally pick up the main process instead of creating a new one, and that's when collision happens. Here is snippet of the PYTHONPATH when advanced_dag_dependency-1.zip is being processed. As you can see when it's executed by MainThread, it contains other .zip files. When it's using dedicated thread, only required .zip is added. sys.path :['/root/airflow/dags/yang_subdag_2.zip', '/root/airflow/dags/yang_subdag_2.zip', '/root/airflow/dags/yang_subdag_1.zip', '/root/airflow/dags/yang_subdag_1.zip', '/root/airflow/dags/advanced_dag_dependency-2.zip', '/root/airflow/dags/advanced_dag_dependency-2.zip', '/root/airflow/dags/advanced_dag_dependency-1.zip', '/root/airflow/dags/advanced_dag_dependency-1.zip', '/root/airflow/dags/yang_subdag_1', '/usr/local/bin', '/usr/lib/python2.7', '/usr/lib/python2.7/plat-x86_64-linux-gnu', '/usr/lib/python2.7/lib-tk', '/usr/lib/python2.7/lib-old', '/usr/lib/python2.7/lib-dynload', '/usr/local/lib/python2.7/dist-packages', '/usr/lib/python2.7/dist-packages', '/usr/lib/python2.7/dist-packages/PILcompat', '/root/airflow/config', '/root/airflow/dags', '/root/airflow/plugins'] Print from MyFirstOperator in Dag 1 process id: 5059 thread id: <_MainThread(*MainThread*, started 140339858560768)> sys.path :[u'/root/airflow/dags/advanced_dag_dependency-1.zip', '/usr/local/bin', '/usr/lib/python2.7', '/usr/lib/python2.7/plat-x86_64-linux-gnu', '/usr/lib/python2.7/lib-tk', '/usr/lib/python2.7/lib-old', '/usr/lib/python2.7/lib-dynload', '/usr/local/lib/python2.7/dist-packages', '/usr/lib/python2.7/dist-packages', '/usr/lib/python2.7/dist-packages/PILcompat', '/root/airflow/config', '/root/airflow/dags', '/root/airflow/plugins'] Print from MyFirstOperator in Dag 1 process id: 5076 thread id: <_MainThread(*DagFileProcessor283*, started 140137838294784)>"
59,AIRFLOW-2287,AIRFLOW,1523004855000,1523690070000,Improvement,Resolved,Blocker,1,978,"Missing and incorrect license headers * {color:#454545}a few files are missing licenses, like docs/Makefile{color} * {color:#454545}please fix year in notice (""2016 and onwards” makes it a little bard to work out when copyright would expire){color} * {color:#454545}LICENSE is OK but some license texts are missing i.e. Bootstrap Toggle, normalize.css, parallel.js. Note that in order to comply with the terms of the the licenses the full text of the license MUST be included.{color} * {color:#454545}also note that ace and d3 are under a BSD 3 clause not BSD 2 clause{color} * {color:#454545} A large number of files are missing the correct ASF header. (see below){color} ** {color:#454545}Re incorrect header not perfect but shows scope of the issue:{color} *** {color:#454545} find . -name ""*.*"" -exec grep ""contributor license"" {} \; -print | wc{color} *** {color:#454545} find . -name ""*.*"" -exec grep ""[http://www.apache.org/licenses/LICENSE-2.0]"" {} \; -print | wc{color}"
60,AIRFLOW-2288,AIRFLOW,1523004955000,1540313991000,Improvement,Resolved,Blocker,1,131,Source tarball should not extract to root {color:#454545}the src tarball extracting to the current{color} directory was surprising.
61,AIRFLOW-2289,AIRFLOW,1523005004000,1585344026000,Improvement,Closed,Blocker,1,37,Add additional quick start to INSTALL
62,AIRFLOW-2290,AIRFLOW,1523005155000,1562254457000,Improvement,Open,Blocker,1,35,Include CVE references in changelog
63,AIRFLOW-2320,AIRFLOW,1523636561000,1535980215000,Bug,Open,Blocker,1,932,"Can not run DAGs since upgraded from Airflow 1.7 We installed Airflow 1.7, and used it for several months. I used PIP to uninstall ariflow 1.7 and install 1.9 (gory details are [here|[https://stackoverflow.com/questions/49544320/airflow-initdb-failed-importerror-no-module-named-log-logging-mixin]).] Since then, I haven't had a single DAG run. I renamed and moved log files to match the 1.9 expectations, but still nothing happens. I have a ""run every 40 minutes"" DAG, it hasn't run since 3/28. When I manually trigger it, no log file is created, nothing happens except I get a running DAG listed under ""DAG Runs"" (I do NOT get anything listed under ""Recent Tasks"", and ""Last Run"" does not get updated. I have a ""Run once"" DAG that I created. I triggered it, same behavior. I have also tried running the example_bash_operator DAG. Same behavior. (I've attached the example_bash_operator.py file, so we're clear what I tried to run)"
64,AIRFLOW-2355,AIRFLOW,1524299192000,1535911214000,Bug,Resolved,Blocker,1,383,"Airflow trigger tag parameters in subdag The command airflow {color:#8eb021}+_trigger_dag -c ""\{'name':'value'}""_+{color} sends conf parameters only to the parent DAG. I'm using SubDags that are dependent on these parameters. And no parameters are recieved by the SubDag. From source code of SubDag operator I see that there is no way of passing these trigger parameters to a Subdag."
